species_name,primary_strain,temperature_span_c,temperature_min_low_c,temperature_opt_low_c,temperature_max_high_c
Lysinibacillus xylanilyticus,XDB9T,36,4,30,40
Lysinibacillus xylanilyticus,XDB9,30,10,30,40
Lysinibacillus xyleni,JC22,15,25,35,40
Lysinibacter cavernae,CC5-806T,33,4,20,37
Lysinimicrobium aestuarii,NBRC 109392T,32,5,28,37
Lysinimicrobium flavum,NBRC 109391T,27,10,28,37
Lysinimicrobium gelatinilyticum,NBRC 109390T,32,5,28,37
Lysinimicrobium iriomotense,NBRC 109399T,32,5,28,37
Lysinimicrobium luteum,NBRC 109395T,32,5,28,37
Lysinimicrobium mangrovi,HI08-69,13,15,28,28
Lysinimicrobium pelophilum,NBRC 109393T,13,15,28,28
Lysinimicrobium rhizosphaerae,NBRC 109397T,32,5,28,37
Lysinimicrobium sediminis,HT7-17T,27,10,28,37
Lysinimicrobium soli,NBRC 109394T,32,5,28,37
Lysinimicrobium subtropicum,NBRC 109396T,22,15,28,37
Lysinimonas kribbensis,MSL-13,17,20,28,37
Lysinimonas soli,SGM3-12T,27,10,28,37
Lysinimonas yzui,CGMCC 1,27,10,30,37
Lysobacter aestuarii,KACC 18502T,25,15,30,40
Lysobacter agri,THG-SKA3,19,18,28,37
Lysobacter alkalisoli,CGMCC 1,36,4,30,40
Lysobacter antibioticus,,36,4,30,40
Lysobacter antibioticus,UASM 3C,38,2,25,40
Lysobacter arseniciresistens,ZS79T,38,4,28,42
Lysobacter arseniciresistens,ZS79,33,4,28,37
Lysobacter brunescens,UASM D,46,4,30,50
Lysobacter bugurensis,,27,10,28,37
Lysobacter caeni,BUT-8T,22,15,29,37
Lysobacter caeni,BUT-8,22,15,28,37
Lysobacter caenis,BUT-8T,22,15,28,37
Lysobacter capsici,KCTC 22007T,22,15,28,37
Lysobacter caseinilyticus,KVB24,27,10,25,37
Lysobacter cavernae,YIM C01544,26,4,22,30
Lysobacter chengduensis,CF21,30,10,28,40
Lysobacter concretionis,Ko07T,5,25,30,30
Lysobacter dokdonensis,KCTC 12822T,34,4,30,38
Lysobacter enzymogenes,,33,4,20,37
Lysobacter firmicutimachus,PB-6250,22,15,25,37
Lysobacter fragariae,THG-DN8.7,18,10,25,28
Lysobacter gummosus,ATCC 29489,30,10,20,40
Lysobacter hankyongensis,KTCe-2T,20,10,30,30
Lysobacter helvus,D10,17,25,30,42
Lysobacter humi,FJY8T,22,20,30,42
Lysobacter koreensis,Dae16,10,20,30,30
Lysobacter korlensis,,27,10,28,37
Lysobacter maris,KMU-14,20,20,30,40
Lysobacter mobilis,9NM-14T,29,4,29,40
Lysobacter mobilis,9NM-14,22,15,28,37
Lysobacter niabensis,GH34-4,32,5,28,37
Lysobacter niastensis,KACC 11588T,30,10,28,40
Lysobacter novalis,THG-PC7,19,18,30,37
Lysobacter novalis,THG-PC7T,19,18,25,37
Lysobacter oligotrophicus,107-E2T,20,5,23,25
Lysobacter oryzae,YC6269,27,15,28,42
Lysobacter panacisoli,CJ29T,38,4,30,42
Lysobacter panacisoli,CJ29,32,10,30,42
Lysobacter panaciterrae,Gsoil 068T,30,15,30,45
Lysobacter psychrotolerans,CGMCC 1,33,4,28,37
Lysobacter rhizophilus,THG-YS3.6,27,10,27.5,37
Lysobacter rhizophilus,THG-YS3.6T,27,10,25,37
Lysobacter rhizosphaerae,THG-DN8.3,10,18,25,28
Lysobacter ruishenii,CTN-1,22,15,29,37
Lysobacter ruishenii,DSM 22393T,22,15,28,37
Lysobacter sediminicola,,5,25,30,30
Lysobacter silvestris,AM20-91,25,0,12.5,35
Lysobacter silvisoli,KCTC 52923T,25,15,30,40
Lysobacter solanacearum,T20R-70,30,10,29,40
Lysobacter solanacearum,KACC 18656T,30,10,28,40
Lysobacter soli,DCY21,38,4,30,42
Lysobacter spongiicola,KMM 329,36,5,25,41
Lysobacter tabacisoli,KCTC 62034T,30,10,30,40
Lysobacter terrae,THG-A13T,33,4,28,37
Lysobacter terricola,5GH18-14T,23,10,29,33
Lysobacter terricola,5GH18-14,23,10,28,33
Lysobacter tolerans,UM1,15,25,28,40
Lysobacter xanthus,U8,17,25,30,42
Lysobacter xinjiangensis,RCML-52T,24,18,37,42
Mabikibacter ruber,YP382-1-A,20,15,25,35
Macellibacteroides fermentans,LIND7H,25,20,35,45
Macrococcus brunensis,CCM 4808,21,15,36,36
Mageeibacillus indolicus,BAA-2120,7,35,37,42
Magnetococcus marinus,MC-1,30,5,25,35
Magnetospira thiophila,MMS-1T,32,5,25,37
Magnetospira thiophila,MMS-1,32,5,24,37
Magnetospirillum aberrantis,SpK,25,20,31,45
Magnetospirillum bellicus,VDY,32,10,42,42
Magnetospirillum caucaseum,,24,18,29,42
Magnetospirillum kuznetsovii,KCTC 15749T,11,22,30,33
Magnetospirillum marisnigri,,2,28,28,30
Magnetospirillum moscoviense,,7,25,28,32
Magnetovibrio blakemorei,MV-1,27,4,27,31
Mahella australiensis,DSM 15567T,30,30,50,60
Major cellular,SW-11T,35,10,35,45
Major cellular,NBRC 110391T,37,13,45,50
Major products,JCM 31555T,25,10,30,35
Maledivibacter halophilus,M1,31,18,41,49
Malikia granosa,P1T,35,5,35,40
Maliponia aquimaris,MM-10T,36,4,30,40
Mameliella alba,JLT354-WT,20,10,25,30
Mameliella atlantica,L6M1-5T,31,10,29,41
Mameliella atlantica,L6M1-5,31,10,28,41
Mameliella phaeodactyli,KD53T,21,16,28,37
Mangrovibacter phragmitis,DSM 100250T,20,20,30,40
Mangrovibacter plantisponsor,MSSRF40,25,15,28,40
Mangrovibacter yixingensis,TULL-AT,27,15,30,42
Mangrovibacterium diazotrophicum,SCSIO N0430T,15,20,25,35
Mangrovibacterium lignilyticum,KCTC 72696T,27,10,28,37
Mangrovibacterium marinum,FA423,25,17,33,42
Mangrovicella endophytica,KCTC 62053T,32,10,30,42
Mangrovicoccus ximenensis,T1lg56T,24,18,35,42
Mangroviflexus xiamenensis,P2T,17,22,35,39
Mangrovihabitans endophyticus,S3Cf-2T,17,20,29,37
Mangrovihabitans endophyticus,S3Cf-2,17,20,28,37
Mangrovimonas aestuarii,MBT5T,30,10,35,40
Mangrovimonas cancribranchiae,KCTC 102158T,17,20,35,37
Mangrovimonas spongiae,LMG 30458T,30,10,25,40
Mangrovimonas yunxiaonensis,CGMCC 1,28,10,28,38
Mangrovitalea sediminis,M11-4,30,10,30,40
Many members,JCM 16476T,25,15,35,40
Many strains,of M,35,15,28,50
Maribacter aestuarii,GY20,20,10,25,30
Maribacter algarum,KCTC 62992T,18,15,28,33
Maribacter algicola,KACC 19789T,20,20,30,40
Maribacter antarcticus,CL-AP4,11,4,10,15
Maribacter aquivivus,KMM 3949,26,4,21,30
Maribacter arcticus,KOPRI 20941,26,4,21,30
Maribacter arcticus,KCTC 22053T,26,4,20,30
Maribacter arenosus,CAU 1321,10,20,30,30
Maribacter caenipelagi,HD-44,31,4,25,35
Maribacter chungangensis,CAU 1044,26,4,30,30
Maribacter cobaltidurans,B1T,22,15,30,37
Maribacter confluentis,SSK2-2,33,4,30,37
Maribacter dokdonensis,DSW-8T,31,4,30,35
Maribacter flavus,KCTC 42508T,15,15,25,30
Maribacter forsetii,KT02ds18-4,28,4,25,32
Maribacter litorisediminis,HPTF-2,20,10,30,30
Maribacter luteus,KCTC 62834T,33,7,30,40
Maribacter lutimaris,KJ4,33,4,15,37
Maribacter marinus,YC973,37,4,25,41
Maribacter maritimus,HMF3635T,17,20,30,37
Maribacter orientalis,KMM 3947,28,4,21,32
Maribacter pelagius,CBA3204T,20,10,25,30
Maribacter pelagius,CBA3204,20,10,25,30
Maribacter polysiphoniae,KCTC 22021T,37,4,32,41
Maribacter polysiphoniae,KMM 6151,37,4,30,41
Maribacter sedimenticola,KMM 3903,29,4,22,33
Maribacter spongiicola,W15M10,26,4,25,30
Maribacter stanieri,KCTC 22023T,31,4,23,35
Maribacter thermophilus,HT7-2T,46,4,41,50
Maribacter thermophilus,HT7-2,46,4,40,50
Maribacter ulvicola,KMM 3951,28,4,21,32
Maribacter vaceletii,,26,4,25,30
Maribacter vaceletii,NCIMB 14724T,20,10,25,30
Maribaculum marinum,LMG 24711T,32,10,25,42
Maribellus luteus,KCTC 62994T,20,20,33,40
Maribius pelagius,,30,10,32.5,40
Maribius pelagius,B5-6,30,10,30,40
Maribius pontilimi,GH1-23T,20,10,30,30
Maribius salinus,CL-SP27T,25,10,30,35
Maribius salinus,CL-SP27,25,10,30,35
Maricaulis maris,CM11,20,15,20,35
Maricaulis virginensis,VC-5,30,10,20,40
Maricaulis washingtonensis,MCS 6,36,4,30,40
Marichromatium bheemlicum,JA124T,15,20,30,35
Marichromatium bheemlicum,JA124,15,20,30,35
Marichromatium fluminis,JA418T,15,20,30,35
Marichromatium indicum,JA100T,14,25,30,39
Marichromatium indicum,JA100,14,25,30,39
Maricurvus nonylphenolicus,KU41E,15,20,25,35
Marimicrobium arenosum,CAU 1038,17,20,30,37
Marimonas arenosa,CAU 1311,17,20,30,37
Marimonas lutisalis,GH1-19T,30,10,30,40
Marinactinospora endophytica,YIM 690053,45,10,28,55
Marinactinospora thermotolerans,SCSIO 00652,45,10,28,55
Marinagarivorans algicola,Z1T,23,10,30,33
Marinagarivorans algicola,Z1,23,10,28,33
Marinibacillus campisalis,SF-57T,35,4,30,39
Marinibactrum halimedae,Q-192T,27,10,25,37
Marinibaculum pumilum,H2,25,15,37,40
Mariniblastus fucicola,FC18,20,10,25,30
Marinicauda algicola,RMAR8-3T,30,15,40,45
Marinicauda pacifica,P-1 km-3T,34,6,30,40
Marinicauda salina,KCTC 62348T,30,15,40,45
Marinicaulis aureum,HHTR114,22,15,30,37
Marinicaulis flavus,SY-3-19,36,4,28,40
Marinicella litoralis,,27,10,28,37
Marinicella litoralis,KMM 3900,30,5,25,35
Marinicella pacifica,sw153T,32,10,28,42
Marinicella sediminis,KCTC 42953T,27,10,33,37
Marinicola seohaensis,SW-152T,36,4,30,40
Marinicrinis lubricantis,KSS164-79,30,20,30,50
Marinicrinis sediminis,NC2-42,29,16,37,45
Marinifilum albidiflavum,FB208T,22,15,33,37
Marinifilum breve,JC075T,27,10,16,37
Marinifilum caeruleilacunae,JC036T,33,4,28,37
Marinifilum fragile,KCTC 22488T,17.4,20,33,37.4
Mariniflexile aquimaris,HWR-17T,24,10,30,34
Mariniflexile fucanivorans,SW5T,28,4,25,32
Mariniflexile gromovii,KCTC 12570T,33,4,23,37
Mariniflexile ostreae,TYO-10,29,4,30,33
Mariniflexile soesokkakense,RSSK-9,31,4,30,35
Marinihelvus fidelis,KCTC 92639T,22,15,33,37
Marinilabilia nitratireducens,AK2,17,25,30,42
Marinilabilia rubra,WTE16T,20,20,33,40
Marinilactibacillus piezotolerans,LT20T,46,4,37,50
Marinilactibacillus piezotolerans,LT20,46,4,37,50
Marinilactibacillus psychrotolerans,M13-2T,23.2,21.8,38.5,45
Marinilactibacillus psychrotolerans,M13-2,47,-2,37,45
Mariniluteicoccus endophyticus,YIM 2617T,32,10,30,42
Mariniluteicoccus endophyticus,YIM 2617,32,10,28,42
Mariniluteicoccus flavus,YIM M13146,35,5,30,40
Marinimicrobium agarilyticum,M18,28,12,35,40
Marinimicrobium alkaliphilum,CGMCC 1,36,6,30,42
Marinimicrobium haloxylanilyticum,SX15,35,5,35,40
Marinimicrobium koreense,,35,10,35,45
Marinimicrobium koreense,KCTC 12356T,35,10,35,45
Marinimicrobium koreense,M9,30,10,35,40
Marinimicrobium locisalis,KCTC 22484T,36,4,30,40
Marininema halotolerans,YIM M11385T,17,25,28,42
Marininema mesophilum,SCSIO 10219,10,25,30,35
Mariniphaga anaerophila,Fu11-5T,20,20,36,40
Mariniphaga anaerophila,Fu11-5,20,20,35,40
Mariniphaga sediminis,SY21T,25,15,35,40
Mariniphaga sediminis,SY21,25,15,33,40
Mariniradius saccharolyticus,AK6,38,4,30,42
Mariniradius saccharolyticus,AK6T,17,25,30,42
Mariniradius sediminis,RY-2T,20,25,37,45
Marinirhabdus citrea,MEBiC09412T,21,17,30,38
Marinirhabdus gelatinilytica,NH83T,38,4,30,42
Marinirhabdus gelatinilytica,NH83,33,4,30,37
Marinisporobacter balticus,59.4MT,15,15,25,30
Marinitalea sucinacia,JC2131,45,5,35,50
Marinitenerispora sediminis,DSM 46825T,25,25,28,50
Marinithermofilum abyssi,CGMCC 1,30,35,60,65
Marinithermofilum abyssi,SCSIO 11157,30,35,55,65
Marinithermus hydrothermalis,T1T,22.5,50,67.5,72.5
Marinitoga arctica,2PyrY55-1T,25,45,65,70
Marinitoga camini,MV1075,40,25,55,65
Marinitoga hydrogenitolerans,AT1271T,30,35,60,65
Marinitoga lauensis,LG1,30,40,50,70
Marinitoga litoralis,DSM 21709T,25,45,60,70
Marinitoga okinawensis,JCM 13303T,40,30,60,70
Marinitoga okinawensis,TFS10-5,40,30,55,70
Marinitoga piezophila,KA3T,25,45,65,70
Marinobacter adhaerens,HP15,41,4,34,45
Marinobacter algicola,DSM 16394T,35,5,25,40
Marinobacter antarcticus,ZS2-30,31,4,25,35
Marinobacter aquaeolei,VT8T,51,4,30,55
Marinobacter aquaticus,M6-53,20,20,37,40
Marinobacter aromaticivorans,D15-8P,30,10,25,40
Marinobacter azerbaijanicus,CECT 30649T,30,15,30,45
Marinobacter bohaiensis,KCTC 52710T,25,15,35,40
Marinobacter changyiensis,CLL7-20T,28,10,28,38
Marinobacter confluentis,HJM-18,36,4,30,40
Marinobacter daepoensis,,15,30,30,45
Marinobacter daqiaonensis,YCSA40T,35,10,30,45
Marinobacter denitrificans,JB02H27T,41,4,28,45
Marinobacter excellens,KMM 3809,31,10,22.5,41
Marinobacter fonticola,KCTC 72475T,36,4,28,40
Marinobacter fuscus,NH169-3T,25,15,37,40
Marinobacter fuscus,NH169-3,36,4,37,40
Marinobacter goseongensis,KCTC 12515T,27,10,30,37
Marinobacter goseongensis,En6,27,10,25,37
Marinobacter halodurans,YJ-S3-2T,41,4,30,45
Marinobacter halophilus,XCD-X12T,31,4,30,35
Marinobacter halotolerans,CP12T,27,10,37,37
Marinobacter hydrocarbonoclasticus,SP.17,35,10,32,45
Marinobacter hydrocarbonoclasticus,17,37,13,30,50
Marinobacter iranensis,CECT 30160T,36,4,30,40
Marinobacter koreensis,DD-M3,35,10,28,45
Marinobacter lacisalsi,FP2.5,20,20,32.5,40
Marinobacter lacisalsi,FP2.5T,20,20,30,40
Marinobacter lipolyticus,SM19,25,15,37,40
Marinobacter litoralis,SW-45T,42,4,30,46
Marinobacter lutaoensis,T5054,25,25,45,50
Marinobacter maritimus,CK 47,33,4,22,37
Marinobacter maroccanus,CECT 9525T,36,4,37,40
Marinobacter mobilis,CGMCC 1,27,15,30,42
Marinobacter nanhaiticus,D15-8W,30,10,25,40
Marinobacter nitratireducens,AK21,27,15,28,42
Marinobacter oulmenensis,Set74T,15,30,38.5,45
Marinobacter oulmenensis,Set74,15,30,37,45
Marinobacter pelagius,CGMCC 1,44,4,30,48
Marinobacter pelagius,HS225,44,4,25,48
Marinobacter persicus,M9B,20,25,35,45
Marinobacter piscensis,Abdou3,30,15,37,45
Marinobacter psychrophilus,20041T,22,0,17,22
Marinobacter psychrophilus,20041,22,0,16,22
Marinobacter qingdaonensis,ASW11-75T,35,10,37,45
Marinobacter salarius,R9SW1,36,4,25,40
Marinobacter salexigens,HJR7T,36,4,30,40
Marinobacter salicampi,ISL-40T,35,4,30,39
Marinobacter salinexigens,JCM 33013T,35,10,28,45
Marinobacter salinus,Hb8T,27,10,37,37
Marinobacter salsuginis,SD-14B,35,10,36,45
Marinobacter salsuginis,DSM 18347T,35,10,37,45
Marinobacter segnicrescens,LMG 23928T,30,15,37,45
Marinobacter segnicrescens,SS011B1-4,30,15,30,45
Marinobacter shengliensis,SL013A34A2,30,10,35,40
Marinobacter similis,A3d10,36,4,25,40
Marinobacter szutsaonensis,BCRC 17809T,40,10,40,50
Marinobacter szutsaonensis,NTU-104,40,10,35,50
Marinobacter vinifirmus,DSM 17747T,30,15,20,45
Marinobacter vulgaris,KCTC 52700T,36,4,33,40
Marinobacter xestospongiae,UST090418-1611,27,15,28,42
Marinobacter xestospongiae,JCM 17469T,27,15,36,42
Marinobacter zhanjiangensis,JSM 078120,31,4,25,35
Marinobacter zhejiangensis,CN74,27,15,30,42
Marinobacterium aestuarii,ST58-10T,31,4,22.5,35
Marinobacterium aestuarii,ST58-10,31,4,20,35
Marinobacterium aestuariivivens,DB-1,30,10,30,40
Marinobacterium boryeongense,DMHB-2T,30,15,25,45
Marinobacterium georgiense,,37,4,37,41
Marinobacterium litorale,IMCC1877,34,8,30,42
Marinobacterium lutimaris,AN9T,25,15,27.5,40
Marinobacterium lutimaris,AN9,25,15,25,40
Marinobacterium mangrovicola,Gal22,38,4,28,42
Marinobacterium mangrovicola,DSM 27697T,38,4,37,42
Marinobacterium marisflavi,IMCC4074,27,15,30,42
Marinobacterium maritimum,AR11,30,7,26.5,37
Marinobacterium maritimum,KCTC 22254T,30,7,28,37
Marinobacterium nitratireducens,,25,15,35,40
Marinobacterium profundum,PAMC 27536,28,4,25,32
Marinobacterium rhizophilum,CL-YJ9,25,5,25,30
Marinobacterium sediminicola,,27,15,35,42
Marinobacterium zhoushanense,WM3,28,15,37,43
Marinobacterium zhoushanense,KCTC 42782T,28,15,40,43
Marinococcus hispanicus,J-82,22,15,37,37
Marinococcus luteus,YIM 91094,27,10,28,37
Marinococcus salis,5M,35,10,37,45
Marinococcus tarijensis,SR-1,40,10,37,50
Marinococcus tarijensis,LMG 26930T,40,10,37,50
Marinomonas agarivorans,QM202T,22,15,30,37
Marinomonas alcarazii,,32,5,25,37
Marinomonas algicida,Yeongu 1-4T,38,4,30,42
Marinomonas aquiplantarum,,32,5,25,37
Marinomonas arctica,328T,37,0,26,37
Marinomonas arctica,328,37,0,25,37
Marinomonas arenicola,KMM 3893,33,4,25,37
Marinomonas atlantica,Cmf 18.22,33,4,24,37
Marinomonas brasilensis,R-40503,33,7,28,40
Marinomonas dokdonensis,DSW10-10T,33,4,30,37
Marinomonas epiphytica,JCM 31365T,20,15,25,35
Marinomonas flavescens,KCTC 72113T,33,4,25,37
Marinomonas fungiae,AN44,26,16,28,42
Marinomonas gallaica,Cmf 17.2,33,4,24,37
Marinomonas hwangdonensis,HDW-15,33,4,25,37
Marinomonas mangrovi,B20-1T,30,10,25,40
Marinomonas ostreistagni,UST010306-043T,24,16,35,40
Marinomonas ostreistagni,UST010306-043,24,16,33,40
Marinomonas pontica,LMG 22531T,29,4,25,33
Marinomonas pontica,46-16,29,4,20,33
Marinomonas posidonica,,20,5,25,25
Marinomonas profundi,M1K-6T,41,-4,25,37
Marinomonas profundimaris,D104,33,4,25,37
Marinomonas shanghaiensis,KCTC 62646T,36,4,35,40
Marinomonas ushuaiensis,U1T,21,4,20,25
Marinoscillum furvescens,,30,15,33.5,45
Marinoscillum luteum,SJP7,25,15,30,40
Marinoscillum pacificum,MRN461T,25,15,33,40
Marinospirillum alkaliphilum,Z4,41.2,8,37.9,49.2
Marinospirillum celere,LMG 24610T,42,13,35,55
Marinospirillum insulare,LMG 21802T,33,4,25,37
Marinospirillum megaterium,JCM 10129T,21,4,20,25
Marinospirillum minutulum,ATCC 19193T,26,4,20,30
Marinovum algicola,FF3,27,10,25,37
Marinovum faecis,YP194,41,4,30,45
Mariprofundus aestuarium,CP-5,20,10,20,30
Mariprofundus ferrinatatus,CP-8,20,15,25,35
Mariprofundus micogutta,ET2,15,15,25,30
Maripseudobacter aurantiacus,CDA4T,25,15,35,40
Marisediminicola antarctica,DSM 22350T,26,0,23,26
Marisediminicola antarctica,ZS314,26,0,18,26
Marisediminitalea mangrovi,WH169,36,4,37,40
Marispirillum indicum,LMG 24627T,31,10,37,41
Marispirillum indicum,B142,31,10,25,41
Marispirochaeta aestuarii,JC444T,30,15,32.5,45
Marispirochaeta aestuarii,JC444,30,15,30,45
Maritalea mediterranea,CECT 30306T,30,12,30,42
Maritalea mobilis,E6,38,4,36,42
Maritalea myrionectae,CL-SK30,30,10,30,40
Maritalea porphyrae,LCM-3T,45,0,30,45
Maritalea porphyrae,LCM-3,30,10,30,40
Maritimibacter alkaliphilus,HTCC2654,21,16,30,37
Maritimibacter lacisalsi,X12M-4,25,15,25,40
Maritimimonas rapanae,A31T,27,10,30,37
Marivibrio halodurans,ZC80,40,10,37,50
Marivirga atlantica,SM1354,36,4,30,40
Marivirga aurantiaca,S37H4T,36,4,25,40
Marivirga harenae,NBRC 15981T,30,5,30,35
Marivirga lumbricoides,JLT2000T,41,4,28,45
Marivirga tractuosa,H-43,30,10,28,40
Marivita cryptomonadis,CL-SK44,20,15,30,35
Marivita geojedonensis,DPG-138T,30,10,30,40
Marivita hallyeonensis,DPG-28,30,10,30,40
Marivita lacus,TS-T44T,20,15,25,35
Marivita litorea,CL-JM1,18,15,30,33
Marivita roseacus,CB1052,20,10,30,30
Marivivens donghaensis,AM-4,30,10,30,40
Marivivens marinum,MK-3T,25,15,30,40
Marivivens niveibacter,HSLHS2,35,5,35,40
Marixanthomonas ophiurae,JCM 14121T,27,5,28,32
Marixanthomonas ophiurae,KMM 3046,27,5,25,32
Marmoricola aequoreus,JCM 13812T,27,10,30,37
Marmoricola aquaticus,B374T,27,10,29,37
Marmoricola aquaticus,B374,27,10,28,37
Marmoricola bigeumensis,MSL-05T,17,20,28,37
Marmoricola bigeumensis,MSL-05,17,20,28,37
Marmoricola caldifontis,KCTC 49192T,30,20,45,50
Marmoricola endophyticus,8BXZ-J1T,25,10,29,35
Marmoricola endophyticus,8BXZ-J1,25,10,28,35
Marmoricola ginsengisoli,Gsoil 097,27,10,30,37
Marmoricola korecus,Sco-A36,33,4,30,37
Marmoricola mangrovicus,KCTC 39790T,25,10,30,35
Marmoricola pocheonensis,Gsoil 818,30,10,30,40
Marmoricola scoriae,Sco-D01T,27,10,30,37
Marmoricola silvestris,S20-100T,30,0,25,30
Marmoricola solisilvae,,25,10,29,35
Marmoricola solisilvae,KACC 17307T,25,10,28,35
Marmoricola terrae,,25,10,29,35
Marmoricola terrae,KACC 17308T,25,10,28,35
Marortus luteolus,KCTC 62160T,25,10,30,35
Martelella endophytica,YC6887T,36,4,29,40
Martelella endophytica,YC6887,36,4,28,40
Martelella limonii,YC7034,36,4,25,40
Martelella lutilitoris,GH2-6,25,20,30,45
Martelella mangrovi,,30,10,25,40
Martelella mediterranea,MACL11T,33,4,28,37
Martelella radicis,BM5-7T,20,15,25,35
Martelella suaedae,YC7033,30,10,25,40
Massilia aerilata,5516S-11T,30,5,28,35
Massilia agilis,,37,4,28,45
Massilia agilis,J9,41,4,28,45
Massilia agri,K-3-1,41,4,20,45
Massilia agrisoli,KACC 21999T,25,10,28,35
Massilia albidiflava,KCTC 12343T,35,10,28,45
Massilia alkalitolerans,YIM 31775,51,4,28,55
Massilia arenae,GEM5T,26,4,25,30
Massilia armeniaca,ZMN-3T,35,10,30,45
Massilia arvi,THG-RS2OT,32,10,28,42
Massilia arvi,THG-RS2O,32,10,25,42
Massilia atriviolacea,KCTC 62720T,29,4,25,33
Massilia aurea,AP13T,26,4,28,30
Massilia brevitalea,byr23-80T,26,4,15,30
Massilia buxea,A9T,33,4,28,37
Massilia buxea,A9,27,10,28,37
Massilia chloroacetimidivorans,TA-C7e,25,15,28,40
Massilia consociata,CCUG 58010,22,15,27.5,37
Massilia dura,,35,10,29,45
Massilia dura,KCTC 12342T,35,10,28,45
Massilia eurypsychrophila,B528-3,25,0,10,25
Massilia flava,Y9,35,10,29,45
Massilia flava,CGMCC 1,35,10,28,45
Massilia glaciei,B448-2,26,4,20,30
Massilia haematophila,CCUG 38318,22,15,25,37
Massilia humi,THG-S6.8,38,4,25,42
Massilia jejuensis,5317J-18T,30,5,30,35
Massilia kyonggiensis,TSA1,32,10,25,42
Massilia lurida,D5T,27,10,29,37
Massilia lurida,D5,27,10,28,37
Massilia lutea,,35,10,28,45
Massilia lutea,101,35,10,28,45
Massilia namucuonensis,333-1-0411,33,4,28,37
Massilia neuiana,PTW21T,35,10,30,45
Massilia niabensis,5420S-26,30,5,28,35
Massilia niastensis,KACC 12599T,35,5,28,40
Massilia phosphatilytica,12-OD1T,33,4,30,37
Massilia phosphatilytica,12-OD1,33,4,28,37
Massilia pinisoli,KACC 18748T,27,10,32,37
Massilia plicata,,35,10,28,45
Massilia plicata,KCTC 12344T,35,10,28,45
Massilia psychrophila,B1555-1T,15,10,15,25
Massilia putida,6NM-7T,12,25,30,37
Massilia solisilvae,,33,4,28,37
Massilia solisilvae,J18,41,4,28,45
Massilia suwonensis,5414S-25,35,5,30,40
Massilia terrae,,37,4,28,45
Massilia terrae,JCM 31606T,41,4,28,45
Massilia tieshanensis,TS3,33,4,28,37
Massilia umbonata,LP01T,33,4,30,37
Massilia umbonata,LP01,33,4,28,37
Massilia violacea,CAVIO T,25,10,28,35
Massilia violaceinigra,B2,24,4,20,28
Massilia yuzhufengensis,Y1243-1T,33,2,25,35
Massilibacteroides vaginae,MV12,15,25,37,40
Massilioclostridium coli,Marseille-P2976,8,37,37,45
Mechercharimyces asporophorigenens,DSM 44955T,17,20,30,37
Mechercharimyces mesophilus,DSM 44894T,22,15,30,37
Mediterranean seawater,ATCC 49840,35,10,32,45
Meganema perideroedes,Gr1T,20,15,30,35
Megaspahaera hexanoica,JCM 31403T,10,30,37,40
Megasphaera hexanoica,JCM 31403T,10,30,37,40
Megasphaera indica,NMBHI-10T,25,15,37,40
Megasphaera massiliensis,NP3,15,30,37,45
Megasphaera paucivorans,VTT E-032341,22,15,30,37
Megasphaera stantonii,DSM 106750T,20,30,42,50
Megasphaera sueciensis,VTT E-97791,22,15,30,37
Megsphaera indica,DSM 25563T,25,15,37,40
Meiothermus cateniformans,LY1T,36,30,57.5,66
Meiothermus cateniformans,LY1,30,30,55,60
Meiothermus cerbereus,GY-1,25,35,55,60
Meiothermus chliarophilus,ALT-8,20,40,50,60
Meiothermus granaticius,AF-68,25,30,45,55
Meiothermus hypogaeus,NBRC 106114T,22,35,50,57
Meiothermus luteus,YIM 72257,15,50,60,65
