species_name,source_file,growth_temperature_combined,raw_output_combined,Tmin_list,Tmax_list,Topt_list,Tmin,Tmax,Topt
Lactobacillus acidipiscis,Tanasupawat-2000-Lactobacillus acidipiscis sp,25-37 °C,,25.0,37.0,,25,37,
Lactobacillus algidus,"Kato-2000-Lactobacillus algidus sp nov., a psy","psychrophilic, growth at 0-15°C, no growth at 25-35°C | 15-25°C (optimum), growth at -2°C to 25°C, no growth at 30°C | 0-25°C",,0.0,25.0,15.0,0,25,15
Lactobacillus allii,Jung-2017-Lactobacillus allii sp nov isolated,25-37°C,,25.0,37.0,,25,37,
Lactobacillus allii sp. nov.,Jung-2017-Lactobacillus allii sp nov isolated,25-37°C with optimum at 30°C,,25.0,37.0,30.0,25,37,30
Lactobacillus animalis,Dent-1986-Deoxyribonucleic-Acid Reassociation,37,,,,37.0,,,37
Lactobacillus antri,"Roos-2005-Lactobacillus gastricus sp nov., Lac",25-45°C,,25.0,45.0,,25,45,
Lactobacillus antri sp. nov.,"Roos-2005-Lactobacillus gastricus sp nov., Lac",37,,,,37.0,,,37
Lactobacillus apis,"Killer-2014-Lactobacillus apis sp nov., from t",37 | 20-40 °C,,20.0,40.0,37.0,20,40,37
Lactobacillus aquaticus,Manes-Lazaro-2009-Lactobacillus aquaticus sp n,15-45 °C,,15.0,45.0,,15,45,
Lactobacillus arizonensis,Swezey-2000-Lactobacillus arizonensis sp nov,15-45 °C | 15-45°C (optimal 35-40°C) | optimum 35-40 °C; minimum 10-15 °C; maximum 45-50 °C,,15.0,45.0,37.5,15,45,37.5
Lactobacillus bobalius,Manes-Lazaro-2008-Lactobacillus bobalius sp no,15-45°C,,15.0,45.0,,15,45,
Lactobacillus bombi,"Killer-2014-Lactobacillus bombi sp nov., from",37°C (growth observed at 47°C) | 20-47 °C | 20-47 °C (optimum 37 °C),,20.0,47.0,37.0,20,47,37
Lactobacillus cacaonum,De Bruyne-2009-Lactobacillus fabifermentans sp,37,,,,37.0,,,37
Lactobacillus cacaonum sp. nov.,De Bruyne-2009-Lactobacillus fabifermentans sp,10-37°C,,10.0,37.0,,10,37,
Lactobacillus capillatus,"Chao-2008-Lactobacillus capillatus sp nov., a",15-45°C,,15.0,45.0,,15,45,
Lactobacillus caviae,"Killer-2017-Lactobacillus caviae sp nov., an o",37 | 20-45 | 20-45°C,,20.0,45.0,37.0,20,45,37
Lactobacillus cerevisiae,"Koob-2017-Lactobacillus cerevisiae sp nov., is",28±1°C | 4-37°C,,4.0,37.0,28.0,4,37,28
Lactobacillus ceti,"Vela-2008-Lactobacillus ceti sp nov., isolated",15-37°C (no growth at 4°C or 42°C),,15.0,37.0,,15,37,
Lactobacillus colini,"Zhang-2017-Lactobacillus colini sp nov., isola",25-45°C (optimal 37°C),,25.0,45.0,37.0,25,45,37
Lactobacillus composti,"Endo-2007-Lactobacillus composti sp nov, a lac","15-37°C (grows slowly at 10°C, not at 45°C)",,15.0,37.0,,15,37,
Lactobacillus concavus,"Tong-2005-Lactobacillus concavus sp nov., isol",10-42 °C (optimum 30-37 °C),,10.0,42.0,,10,42,
Lactobacillus concavus sp. nov.,"Tong-2005-Lactobacillus concavus sp nov., isol",37°C,,,,37.0,,,37
Lactobacillus curieae,"Lei-2013-Lactobacillus curieae sp nov., isolat",30 | 15-45°C,,15.0,45.0,30.0,15,45,30
Lactobacillus curtus,"Asakawa-2017-Lactobacillus curtus sp nov., iso","15-30°C, optimum 30°C | 15-30°C with optimum at 30°C, no growth at 45°C",,15.0,30.0,30.0,15,30,30
Lactobacillus cypricasei,Lawson-2001-Lactobacillus cypricasei sp nov,37 °C | No growth at 15 or 45 °C in MRS broth after 48 h incubation,,15.0,45.0,37.0,15,45,37
Lactobacillus delbrueckii subsp. indicus subsp. nov.,Dellaglio-2005-Lactobacillus delbrueckii subsp,37 | 45°C but not at 15°C,,15.0,45.0,37.0,15,45,37
Lactobacillus delbrueckii subsp. jakobsenii,Adimpong-2013-Lactobacillus delbrueckii subsp,40-50 °C,,40.0,50.0,,40,50,
Lactobacillus delbrueckii subsp. jakobsenii subsp. nov.,Adimpong-2013-Lactobacillus delbrueckii subsp,"37°C | 40-45°C (positive), 15°C (negative), 48°C (positive), 50°C (positive)",,15.0,50.0,37.0,15,50,37
Lactobacillus delbrueckii subsp. sunkii,Kudo-2012-Lactobacillus delbrueckii subsp sunk,"15-37°C | 15-45°C (weak growth at 15°C, no growth at 45°C), optimal at 30°C",,15.0,37.0,30.0,15,37,30
Lactobacillus delbrueckii subsp. sunkii subsp. nov.,Kudo-2012-Lactobacillus delbrueckii subsp sunk,37 °C,,,,37.0,,,37
Lactobacillus diolivorans,Krooneman-2002-Lactobacillus diolivorans sp no,"30 | 12-42°C (optimum 30°C) | 30-32 °C (optimal), no growth at 12 or 42 °C",,12.0,42.0,30.0,12,42,30
Lactobacillus durianis,Dellaglio-2006-Lactobacillus durianis Leisner,15°C but not at 45°C,,15.0,45.0,,15,45,
Lactobacillus durianis,"Leisner-2002-Lactobacillus durianis sp nov., i","7-45°C (optimal 28-30°C) | 15 to 42°C with glucose; 10 to 42°C for strains LMG 19195 and LMG 19196, 15 to 42°C for strain LMG 19193 T with d-xylose",,7.0,45.0,29.0,7,45,29
Lactobacillus equigenerosi,Endo-2008-Lactobacillus equigenerosi sp nov,"37°C (optimal), growth at 45°C but not at 15°C | 30-45 °C",,15.0,45.0,37.0,15,45,37
Lactobacillus fabifermentans,De Bruyne-2009-Lactobacillus fabifermentans sp,37,,,,37.0,,,37
Lactobacillus fabifermentans sp. nov.,De Bruyne-2009-Lactobacillus fabifermentans sp,10-37°C,,10.0,37.0,,10,37,
Lactobacillus faecis,"Endo-2013-Lactobacillus faecis sp nov., isolat","37 | 20-45°C (weak at 20°C, not at 15 or 50°C)",,20.0,45.0,37.0,20,45,37
Lactobacillus farraginis,Endo-2007-Lactobacillus farraginis sp nov and,15-45°C,,15.0,45.0,,15,45,
Lactobacillus farraginis sp. nov.,Endo-2007-Lactobacillus farraginis sp nov and,30,,,,30.0,,,30
Lactobacillus ferintoshensis,Vancanneyt-2005-Reclassification of Lactobacil,28,,,,28.0,,,28
Lactobacillus floricola,Kawasaki-2011-Lactobacillus floricola sp nov,"20-30°C (slowly at 15°C, not at 10 or 37°C)",,20.0,30.0,,20,30,
Lactobacillus floricola,"Kawasaki-2011-Lactobacillus ozensis sp nov., i",20-30°C (slow growth at 15 and 37°C),,20.0,30.0,,20,30,
Lactobacillus floricola sp. nov.,Kawasaki-2011-Lactobacillus floricola sp nov,"20-30°C (optimum 30°C), grows slowly at 15°C, no growth at 10°C or 37°C",,20.0,30.0,30.0,20,30,30
Lactobacillus florum,"Endo-2010-Lactobacillus florum sp. nov., a fru","30 | 15-45°C (grows at 15°C, but not at 45°C)",,15.0,45.0,30.0,15,45,30
Lactobacillus formosensis,Chang-2015-Lactobacillus formosensis sp nova,37 | 25-45°C,,25.0,45.0,37.0,25,45,37
Lactobacillus fornicalis,"Dicks-2000-Lactobacillus fornicalis sp nov., i",37 | 20-40 °C (optimum 35-37 °C),,20.0,40.0,36.0,20,40,36
Lactobacillus fuchuensis,Sakala-2002-Lactobacillus fuchuensis sp nov,7°C (no growth at 37°C),,7.0,,,7,,
Lactobacillus furfuricola,Irisawa-2014-Lactobacillus furfuricola sp nov,30 °C | 20-35 °C,,20.0,35.0,30.0,20,35,30
Lactobacillus futsaii,"Chao-2012-Lactobacillus futsaii sp nov., isola","30 | 15-30°C (no growth at 45°C, strain-dependent growth at 10°C)",,15.0,30.0,30.0,15,30,30
Lactobacillus gallinarum,Fujisawa-1992-Taxonomic Study of the Lactobaci,37,,,,37.0,,,37
Lactobacillus garii,"Diaz-2020-Lactobacillus garii sp. nov., isolat",30 °C | 12-40°C (optimum 30-37°C),,12.0,40.0,,12,40,
Lactobacillus gastricus,"Roos-2005-Lactobacillus gastricus sp nov., Lac",25-42°C,,25.0,42.0,,25,42,
Lactobacillus gastricus sp. nov.,"Roos-2005-Lactobacillus gastricus sp nov., Lac",37,,,,37.0,,,37
Lactobacillus gigeriorum,Cousin-2012-Lactobacillus gigeriorum sp nov,10-50°C (optimal 37°C) | 20-45°C (optimum 37°C),,10.0,50.0,37.0,10,50,37
Lactobacillus hammesii,Valcheva-2005-Lactobacillus hammesii sp nov,15-45°C (optimal 30°C) | 15-45°C (optimum 30-35°C),,15.0,45.0,30.0,15,45,30
Lactobacillus heilongjiangensis,Gu-2013-Lactobacillus heilongjiangensis sp nov,30,,,,30.0,,,30
Lactobacillus herbarum,"Mao-2015-Lactobacillus herbarum sp nov., a spe",10-30°C (not at 32°C or above),,10.0,30.0,,10,30,
Lactobacillus herbarum sp. nov.,"Mao-2015-Lactobacillus herbarum sp nov., a spe",10-30°C (no growth at 32°C and above),,10.0,30.0,,10,30,
Lactobacillus hominis,Cousin-2013-Lactobacillus pasteurii sp nov and,"37 | 25-45°C, optimum 37°C",,25.0,45.0,37.0,25,45,37
Lactobacillus hordniae,"Latorreguzman-1977-Lactobacillus-Hordniae, a N","15-37°C with optimum 28-30°C | 15-20°C (grows well), 45°C (no growth)",,15.0,37.0,29.0,15,37,29
Lactobacillus ingluviei,"Baele-2003-Lactobacillus ingluviei sp nov., is","25, 30, 37 and 42 °C (best at 37 °C) | 37-42°C (optimal at 42°C), no growth at 25°C, poor growth at 30°C",,25.0,42.0,37.0,25,42,37
Lactobacillus ingluviei,Felis-2006-Reclassification of Lactobacillus t,better growth at 42°C than at 37 or 30°C; no growth at 25°C,,25.0,42.0,42.0,25,42,42
Lactobacillus insicii,"Ehrmann-2016-Lactobacillus insicii sp nov., is",30 | 8-45°C (optimum 30°C),,8.0,45.0,30.0,8,45,30
Lactobacillus intestinalis,Fujisawa-1990-Lactobacillus-Intestinalis (Ex H,37,,,,37.0,,,37
Lactobacillus ixorae,"Techo-2016-Lactobacillus ixorae sp nov., isola",15-40°C (optimum 30-37°C) | 15-40°C (optimally at 30-37°C),,15.0,40.0,,15,40,
Lactobacillus jensenii,Gasser-1980-Deoxyribonucleic-Acid Homologies o,37,,,,37.0,,,37
Lactobacillus johnsonii,Fujisawa-1992-Taxonomic Study of the Lactobaci,37 | 15,,15.0,37.0,,15,37,
Lactobacillus kalixensis,"Roos-2005-Lactobacillus gastricus sp nov., Lac",25-45°C,,25.0,45.0,,25,45,
Lactobacillus kalixensis sp. nov.,"Roos-2005-Lactobacillus gastricus sp nov., Lac",37,,,,37.0,,,37
Lactobacillus kefiranofaciens,Fujisawa-1988-Lactobacillus-Kefiranofaciens Sp,30°C,,,,30.0,,,30
Lactobacillus kefiranofaciens subsp. kefiranofaciens subsp. nov.,Vancanneyt-2004-Reclassification of Lactobacil,"25-30°C, no growth at 15°C",,25.0,30.0,,25,30,
Lactobacillus kefiranofaciens subsp. kefirgranum subsp. nov.,Vancanneyt-2004-Reclassification of Lactobacil,"25-30°C, weak growth at 15°C",,15.0,30.0,,15,30,
Lactobacillus kefirgranum,Takizawa-1994-Lactobacillus-Kefirgranum Sp-Nov,"30 | 15-45°C (no growth at 45°C, weak growth at 15°C)",,15.0,45.0,30.0,15,45,30
Lactobacillus keﬁranofaciens subsp. keﬁrgranum subsp. nov.,Vancanneyt-2004-Reclassification of Lactobacil,25-30 °C,,25.0,30.0,,25,30,
Lactobacillus kimchicus sp. nov.,"Liang-2011-Lactobacillus kimchicus sp. nov., a",15-45°C (optimum 37°C),,15.0,45.0,37.0,15,45,37
Lactobacillus kimchiensis,"Kim-2013-Lactobacillus kimchiensis sp nov., is",15-37°C (optimum 25°C) | 15-37 °C (optimum 25 °C),,15.0,37.0,25.0,15,37,25
Lactobacillus kimchii,"Yoon-2000-Lactobacillus kimchii sp nov., a new","10-40°C (optimal 30°C) | 10-40 °C | 10-40 °C, optimal 30 °C",,10.0,40.0,30.0,10,40,30
Lactobacillus kisonensis,Watanabe-2009-Lactobacillus kisonensis sp nov,30 | 10-45°C,,10.0,45.0,30.0,10,45,30
Lactobacillus koreensis,"Thi-2011-Lactobacillus koreensis sp. nov., iso","4-42°C (optimal 30°C) | 30-35 °C (optimum), grows at 15 °C but not at 42 °C",,4.0,42.0,30.0,4,42,30
Lactobacillus kunkeei,"Edwards-2000-Lactobacillus nagelii sp nov., an","15, 25, 32, 37 and 45 °C (weak growth at 5 °C)",,15.0,45.0,,15,45,
Lactobacillus kunkeei,Endo-2012-Characterization and emended descrip,"15-45°C (grows at 15°C, but not at 45°C)",,15.0,45.0,,15,45,
Lactobacillus metriopterae,Chiba-2018-Lactobacillus metriopterae sp nov,"15-37°C (optimum 37°C) | 20-37°C, slowly at 15°C, but not at 10 and 45°C",,15.0,37.0,37.0,15,37,37
Lactobacillus mindensis,Ehrmann-2003-Molecular analysis of sourdough r,30 | 15-30 °C | 15-45°C,,15.0,45.0,30.0,15,45,30
Lactobacillus mixtipabuli,Tohno-2015-Lactobacillus mixtipabuli sp nov is,15-45°C | 15-45 °C (optimum 30 °C),,15.0,45.0,30.0,15,45,30
Lactobacillus mudanjiangensis,Gu-2013-Lactobacillus mudanjiangensis sp nov,"30 | 30°C, 37°C",,,,30.0,,,30
Lactobacillus musae,"Chen-2017-Lactobacillus musae sp nov., a novel",30 | 25 to 37°C,,25.0,37.0,30.0,25,37,30
Lactobacillus nagelii,"Edwards-2000-Lactobacillus nagelii sp nov., an","15, 25, 32, 37 and 45 °C",,15.0,45.0,,15,45,
Lactobacillus nantensis,Valcheva-2006-Lactobacillus nantensis sp nov,15-30°C | 30-35 °C (optimal),,15.0,35.0,32.5,15,35,32.5
Lactobacillus nasuensis,"Cai-2012-Lactobacillus nasuensis sp nov., a la",5-40°C (optimal approximately 30°C) | 10-45°C (optimal 30°C),,5.0,40.0,30.0,5,40,30
Lactobacillus nenjiangensis,Gu-2013-Lactobacillus mudanjiangensis sp nov,30 | 30-37°C (not 45°C),,30.0,37.0,30.0,30,37,30
Lactobacillus nodensis,Kashiwagi-2009-Lactobacillus nodensis sp nov,"15-37 °C | 15°C (+), 45°C (-)",,15.0,37.0,,15,37,
Lactobacillus odoratitofui,Chao-2010-Lactobacillus odoratitofui sp nov,30 | 15-30°C (no growth at 45°C),,15.0,30.0,30.0,15,30,30
Lactobacillus oeni,Manes-Lazaro-2009-Lactobacillus oeni sp nov,15-45°C (not at 5°C) | 15-45 °C,,15.0,45.0,,15,45,
Lactobacillus otakiensis,Watanabe-2009-Lactobacillus kisonensis sp nov,30 | 10-45°C,,10.0,45.0,30.0,10,45,30
Lactobacillus ozensis,"Kawasaki-2011-Lactobacillus ozensis sp nov., i","20-30°C (optimum 30°C), grows slowly at 15 and 37°C",,20.0,30.0,30.0,20,30,30
Lactobacillus panis,"Wiese-1996-Lactobacillus panis sp nov, from so",37 | 30-45°C,,30.0,45.0,37.0,30,45,37
Lactobacillus panisapium,"Wang-2018-Lactobacillus panisapium sp nov., fr",15-55°C (optimum 37°C),,15.0,55.0,37.0,15,55,37
Lactobacillus panisapium sp. nov.,"Wang-2018-Lactobacillus panisapium sp nov., fr",37°C,,,,37.0,,,37
Lactobacillus pantheris,"Liu-2002-Lactobacillus pantheris sp nov., isol","10-42°C, optimum 30-37°C",,10.0,42.0,33.5,10,42,33.5
Lactobacillus parabrevis,Vancanneyt-2006-Reclassification of Lactobacil,"30°C | 15-37°C (growth at 15°C, not at 45°C, incubation at 37°C)",,15.0,37.0,30.0,15,37,30
Lactobacillus parabuchneri,Vancanneyt-2005-Reclassification of Lactobacil,37,,,,37.0,,,37
Lactobacillus paracasei,Collins-1989-Deoxyribonucleic-Acid Homology St,10-40°C (some strains 5-45°C),,10.0,40.0,,10,40,
Lactobacillus paracollinoides,Suzuki-2004-Lactobacillus paracollinoides sp n,"15°C (growth observed), 45°C (no growth)",,15.0,45.0,,15,45,
Lactobacillus parafarraginis,Endo-2007-Lactobacillus farraginis sp nov and,20-37°C,,20.0,37.0,,20,37,
Lactobacillus parafarraginis sp. nov.,Endo-2007-Lactobacillus farraginis sp nov and,30,,,,30.0,,,30
Lactobacillus parakefir,Takizawa-1994-Lactobacillus-Kefirgranum Sp-Nov,"30 | 15-45°C (no growth at 45°C, good growth at 15°C)",,15.0,45.0,30.0,15,45,30
Lactobacillus paralimentarius,Cai-1999-Lactobacillus paralimentarius sp nov,30 | 37 °C,,30.0,37.0,,30,37,
Lactobacillus paraplantarum,Curk-1996-Lactobacillus paraplantarum sp. nov,"15-45°C, optimal 30°C | 15°C (slowly), 30°C, and 37°C, but not at 45°C",,15.0,45.0,30.0,15,45,30
Lactobacillus pasteurii,Cousin-2013-Lactobacillus pasteurii sp nov and,"37 | 30-45°C, optimum 37-45°C",,30.0,45.0,37.0,30,45,37
Lactobacillus paucivorans,Ehrmann-2010-Lactobacillus paucivorans sp. nov,"30 °C (optimal) | 15°C (grows at 15°C, but not at 45°C)",,15.0,,30.0,15,,30
Lactobacillus pentosiphilus,Tohno-2017-Lactobacillus silagincola sp nov an,30-37°C,,30.0,37.0,,30,37,
Lactobacillus pentosus,"Zanoni-1987-Lactobacillus-Pentosus (Fred, Pete",10-40°C,,10.0,40.0,,10,40,
Lactobacillus piscicola,"Hiu-1984-Lactobacillus-Piscicola, a New Specie","27°C | 15-40°C, optimum 30°C | 6 to 40°C, optimum approximately 30°C",,6.0,40.0,30.0,6,40,30
Lactobacillus plantarum subsp. argentoratensis,Bringel-2005-Lactobacillus plantarum subsp arg,37,,,,37.0,,,37
Lactobacillus plantarum subsp. argentoratensis subsp. nov.,Bringel-2005-Lactobacillus plantarum subsp arg,15°C but not at 45°C,,15.0,45.0,,15,45,
Lactobacillus plantarum subsp. plantarum subsp. nov.,Bringel-2005-Lactobacillus plantarum subsp arg,15°C but not at 45°C,,15.0,45.0,,15,45,
Lactobacillus pobuzihii,"Chen-2010-Lactobacillus pobuzihii sp nov., iso",30-37 °C,,30.0,37.0,,30,37,
Lactobacillus pontis,Vogel-1994-Identification of Lactobacilli from,30 | 15-45°C,,15.0,45.0,30.0,15,45,30
Lactobacillus psittaci,"Lawson-2001-Lactobacillus psittaci sp nov., is",15-45°C,,15.0,45.0,,15,45,
Lactobacillus rapi,Watanabe-2009-Lactobacillus kisonensis sp nov,30 | 10-45°C,,10.0,45.0,30.0,10,45,30
Lactobacillus rennini,"Chenoll-2006-Lactobacillus rennini sp nov, iso","13-37°C | 13-30°C (grows at 13°C, but not at 4 or 45°C)",,13.0,37.0,,13,37,
Lactobacillus rhamnosus,Collins-1989-Deoxyribonucleic-Acid Homology St,"15-45°C; most strains grow at 10°C, and some strains grow at 48°C",,15.0,45.0,,15,45,
Lactobacillus rodentium,"Killer-2014-Lactobacillus rodentium sp nov., f",37 | 15-46,,15.0,46.0,37.0,15,46,37
Lactobacillus rodentium sp. nov.,"Killer-2014-Lactobacillus rodentium sp nov., f",15-46 °C,,15.0,46.0,,15,46,
Lactobacillus rogosae,Felis-2004-The status of the species Lactobaci,"above 30°C, but below 45°C, with an optimum at 37°C",,30.0,45.0,37.0,30,45,37
Lactobacillus rogosae,"Holdeman-1974-New Genus, Coprococcus, 12 New S","37 C (optimal), poor or no growth at 30 and 45 C",,30.0,45.0,37.0,30,45,37
Lactobacillus rossii,"Corsetti-2005-Lactobacillus rossii sp nov., is","30 | 15°C (growth observed), 45°C (no growth)",,15.0,45.0,30.0,15,45,30
Lactobacillus satsumensis,"Endo-2005-Lactobacillus satsumensis sp nov., i",15-45°C (no growth at 4°C or 50°C) | 30°C,,15.0,45.0,30.0,15,45,30
Lactobacillus secaliphilus,Ehrmann-2007-Lactobacillus secaliphilus sp nov,37°C (no growth at 15°C or 45°C),,15.0,45.0,37.0,15,45,37
Lactobacillus secaliphilus sp. nov.,Ehrmann-2007-Lactobacillus secaliphilus sp nov,35-45 °C,,35.0,45.0,,35,45,
Lactobacillus senmaizukei,Hiraga-2008-Lactobacillus senmaizukei sp nov,"15-30°C (can grow at 15°C, but not at 45°C)",,15.0,30.0,,15,30,
Lactobacillus shenzhenensis,Zou-2013-Lactobacillus shenzhenensis sp nov,37 | 10-45°C (optimum 37°C),,10.0,45.0,37.0,10,45,37
Lactobacillus silagincola,Tohno-2017-Lactobacillus silagincola sp nov an,10-37°C | 10-37°C (optimum 30°C),,10.0,37.0,30.0,10,37,30
Lactobacillus siliginis,"Aslam-2006-Lactobacillus siliginis sp nov., is",30°C (no growth at 15 or 45°C) | 20-37 °C (optimum 30 °C),,20.0,37.0,30.0,20,37,30
Lactobacillus similis sp. nov.,"Kitahara-2010-Lactobacillus similis sp nov., i","37 | optimal growth temperature is 37°C, grows at 15°C but not at 45°C",,15.0,,37.0,15,,37
Lactobacillus sobrius sp. nov.,Konstantinov-2006-Lactobacillus sobrius sp nov,"37°C (optimal), no growth at 15°C, grows at 45°C",,15.0,45.0,37.0,15,45,37
Lactobacillus songhuajiangensis,Gu-2013-Lactobacillus mudanjiangensis sp nov,30,,,,30.0,,,30
Lactobacillus sucicola,"Irisawa-2009-Lactobacillus sucicola sp nov., a",15-45°C,,15.0,45.0,,15,45,
Lactobacillus sunkii,Watanabe-2009-Lactobacillus kisonensis sp nov,30 | 10-30°C (no growth at 45°C),,10.0,30.0,30.0,10,30,30
Lactobacillus suntoryeus,Cachat-2005-Lactobacillus suntoryeus sp nov,"37 | 37 and 45 °C, but not at 15 °C",,15.0,45.0,37.0,15,45,37
Lactobacillus taiwanensis,"Wang-2009-Lactobacillus taiwanensis sp nov., i","37°C | 37°C (better than 30°C), growth at 45°C but not at 15 or 50°C",,15.0,45.0,37.0,15,45,37
Lactobacillus thermotolerans,Felis-2006-Reclassification of Lactobacillus t,"growth up to 50°C, but not at 15°C; optimum temperature 42°C",,15.0,50.0,42.0,15,50,42
Lactobacillus ultunensis,"Roos-2005-Lactobacillus gastricus sp nov., Lac",25-42°C,,25.0,42.0,,25,42,
Lactobacillus ultunensis sp. nov.,"Roos-2005-Lactobacillus gastricus sp nov., Lac",37,,,,37.0,,,37
Lactobacillus vaginalis,Embley-1989-Lactobacillus-Vaginalis Sp-Nov fro,30-45°C,,30.0,45.0,,30,45,
Lactobacillus versmoldensis,Krockel-2003-Lactobacillus versmoldensis sp no,30 | 8-37 °C,,8.0,37.0,30.0,8,37,30
Lactobacillus vespulae,"Hoang-2015-Lactobacillus vespulae sp nov., iso",4-37°C (optimum 30°C) | 4-37 °C (optimum 30 °C),,4.0,37.0,30.0,4,37,30
Lactobacillus xiangfangensis,Gu-2012-Lactobacillus xiangfangensis sp nov,"30 °C (optimum), can grow at 37 °C",,,37.0,30.0,,37,30
Lactobacillus yonginensis,"Yi-2013-Lactobacillus yonginensis sp nov., a l",4-40°C (optimum 30°C) | 4-40 °C (optimum 30 °C),,4.0,40.0,30.0,4,40,30
Lactobacillus zeae,Dicks-1996-Reclassification of Lactobacillus c,10-45°C,,10.0,45.0,,10,45,
Lactobacillus zymae,Vancanneyt-2005-Lactobacillus acidifarinae sp,15 °C but not at 45 °C,,15.0,45.0,,15,45,
Lactobacillus zymae sp. nov.,Vancanneyt-2005-Lactobacillus acidifarinae sp,37,,,,37.0,,,37
Lactococcus chungangensis,"Cho-2008-Lactococcus chungangensis sp nov., a","30 | Optimal growth at 30°C, growth at 4 and 10°C, very weak growth at 37°C, no growth at 40°C",,4.0,37.0,30.0,4,37,30
Lactococcus formosensis,"Chen-2014-Lactococcus formosensis sp nov., a l",20-37 °C,,20.0,37.0,,20,37,
Lactococcus fujiensis,"Cai-2011-Lactococcus fujiensis sp nov., a lact",5-40°C (not above 40°C) | 30-35°C,,5.0,40.0,,5,40,
Lactococcus garvieae subsp. bovis subsp. nov.,Varsha-2016-Lactococcus garvieae subsp bovis s,30°C | Cannot grow at 42°C,,,42.0,30.0,,42,30
Lactococcus garvieae subsp. garvieae subsp. nov.,Varsha-2016-Lactococcus garvieae subsp bovis s,42°C,,,42.0,,,42,
Lactococcus nasutitermitis,Yang-2016-Lactococcus nasutitermitis sp nov is,10-40 °C | 10-40 °C (optimum 30 °C),,10.0,40.0,30.0,10,40,30
Lactococcus petauri,"Goodman-2017-Lactococcus petauri sp nov., isol",6-40°C,,6.0,40.0,,6,40,
Lactococcus reticulitermitis,Yuki-2018-Lactococcus reticulitermitis sp nov,10-40°C (optimum 30°C) | 10 to 40°C,,10.0,40.0,30.0,10,40,30
Lactococcus taiwanensis,"Chen-2013-Lactococcus taiwanensis sp nov., a l",30 | 20-37 °C,,20.0,37.0,30.0,20,37,30
Lactosphaera pasteurii,"Janssen-1995-Lactosphaera Gen-Nov, a New Genus",0 to 42°C,,0.0,42.0,,0,42,
Lactosphaera pasteurii comb. nov.,"Janssen-1995-Lactosphaera Gen-Nov, a New Genus",34,,,,34.0,,,34
Lamprocystis purpurea,Imhoff-2001-Transfer of Pfennigia purpurea Tin,23-25,,23.0,25.0,,23,25,
Lampropedia cohaerens,"Tripathi-2016-Lampropedia cohaerens sp nov., a",20-55°C (optimum 37°C) | 20-55,,20.0,55.0,37.0,20,55,37
Lampropedia cohaerens CT6T sp. nov.,"Tripathi-2016-Lampropedia cohaerens sp nov., a",20-55 °C,,20.0,55.0,,20,55,
Lapillicoccus jejuensis,"Lee-2007-Lapillicoccus jejuensis gen. nov., sp",10-37°C | 20-37 °C,,10.0,37.0,,10,37,
Larkinella bovis,"Anandham-2011-Larkinella bovis sp. nov., isola",30 °C | 10-35 °C (optimum 30 °C),,10.0,35.0,30.0,10,35,30
